writing-source-title,writer-name,prayer-line
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"Your hope in my heart is the rarest treasure
Your Name on my tongue is the sweetest word
My choicest hours
Are the hours I spend with You --
O Allah, I can't live in this world
Without remembering You-How can I endure the next world Without seeing Your face?"
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"I am a stranger in Your country
And lonely among Your worshippers:
This is the substance of my complaint."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"In love, nothing exists between heart and heart."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"Speech is born out of longing, True description from the real taste."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"The one who tastes, knows; the one who explains, lies."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,How can you describe the true form of Something In whose presence you are blotted out?
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,And in whose being you still exist?
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,And who lives as a sign for your journey?
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"O God, take away the words of the devil
That mix with my prayer-
If not, then take my prayer as it is, devil and all."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"No one lives outside the walls of this sacred place, existence."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"The holy water, I need it upon my eyes: it is you, dear, you - each form."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"What mother would lose her infant - and we are that to God, never lost from His gaze are we?"
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,Every cry of the heart is attended by light's own arms.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,You cannot wander anywhere that will not aid you.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,Anything you can touch - God brought it into the classroom of your mind.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"Differences exist, but not in the city of love."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"Thus my vows and yours, I know they are the same."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"I have just peeled the skin from the potato and you are still contemplating its worth, sweetheart; indeed there are wonderful nutrients in all, for God made everything."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,You joined our community at birth.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"With your Father being who He is, what do the world's scales know of your precious value."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"The priest and the prostitute - they weigh the same before the Son's immaculate being, but who can bear that truth and freedom, so a wise man adulterated the scriptures; every wise man knows this."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"My soul's face has revealed its beauty to me; why was it shy so long, didn't it know how this made me suffer and weep?"
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,A different game He plays with His close ones.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"God tells us truths you would not believe, for most everyone needs to limit His compassion; concepts of right and wrong preserve the golden seed until one of God's friends comes along and tends your body like a divine bride."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,The Holy sent out a surveyor to find the limits of its compassion and being.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"God knows a divine frustration whenever He acts like that, for the Infinite has no walls."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,Why not tease Him about this?
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,Why not accept the freedom of what it means for our Lord to see us as Himself.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"So magnificently sovereign is our Lover; never say, 'On the other side of this river a different King rules."""
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,For how could that be true - for nothing can oppose Infinite strength.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"No one lives outside the walls of this sacred place, existence."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,The holy water my soul's brow needs is unity.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,Love opened my eye and I was cleansed by the purity of each form.
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"With my Beloved I alone have been,
When secrets tenderer than evening airs
Passed, and the Vision blest Was granted to my prayers,
That crowned me, else obscure, with endless fame;
The while amazed between
His Beauty and His Majesty
I stood in silent ecstasy
Revealing that which o'er my spirit went and came."
Rabia Al Basri poems,Rābiʼa al-ʼAdawiyya al-Qaysiyya,"Lo, in His face commingled
Is every charm and grace;
The whole of Beauty singled
Into a perfect face
Beholding Him would cry,
'There is no God but He, and He is the most High.’"
Treatise on Purgatory,Saint Catherine of Genoa,"The state of the souls who are in Purgatory, how they are exempt from all self-love."
Treatise on Purgatory,Saint Catherine of Genoa,"This holy Soul  found herself, while still in the flesh, placed by the fiery love of God in Purgatory, which burnt her, cleansing whatever in her needed cleansing, to the end that when she passed from this life she might be presented to the sight of God, her dear Love."
Treatise on Purgatory,Saint Catherine of Genoa,"By means of this loving fire, she understood in her soul the state of the souls of the faithful who are placed in  Purgatory to purge them of all the rust and stains of sin of which they have not rid themselves in this life."
Treatise on Purgatory,Saint Catherine of Genoa,"And since this Soul, placed by the divine fire in this loving Purgatory, was united to that divine love and content with all that was wrought in her, she understood the state of the souls who are in Purgatory."
Treatise on Purgatory,Saint Catherine of Genoa,"And she said: The souls who are in Purgatory cannot, as I understand, choose but be there, and this is by God's ordinance who therein has done justly."
Treatise on Purgatory,Saint Catherine of Genoa,"They cannot turn their thoughts back to themselves, nor can they say, ""Such sins I have committed for which I deserve to be here "", nor, ""I would that I had not committed them for then I would go now to Paradise"", nor, ""That one will leave sooner than I"", nor, ""I will leave sooner than he""."
Treatise on Purgatory,Saint Catherine of Genoa,"They can have neither of themselves nor of others any memory, whether of good or evil, whence they would have greater pain than they suffer ordinarily."
Treatise on Purgatory,Saint Catherine of Genoa,"So happy are they to be within God's ordinance, and that He should do all which pleases Him, as it pleases Him that in their greatest pain they cannot think of themselves."
Treatise on Purgatory,Saint Catherine of Genoa,"They see only the working of the divine goodness, which leads man to itself mercifully, so that he no longer sees aught of the pain or good which may befall him."
Treatise on Purgatory,Saint Catherine of Genoa,Nor would these souls be in pure charity if they could see that pain or good.
Treatise on Purgatory,Saint Catherine of Genoa,"They cannot see that they are in pain because of their sins; that sight they cannot hold in their minds because in it there would be an active imperfection, which cannot be where no actual sin can be."
Treatise on Purgatory,Saint Catherine of Genoa,"Only once, as they pass from this life, do they see the cause of the Purgatory they endure; never again do they see it for in another sight of it there would be self."
Treatise on Purgatory,Saint Catherine of Genoa,"Being then in charity from which they cannot now depart by any actual fault, they can no longer will nor desire save with the pure will of pure charity."
Treatise on Purgatory,Saint Catherine of Genoa,"Being in that fire of Purgatory, they are SAINT CATHERINE OF GENOA within the divine ordinance, which is pure charity, and in nothing can they depart thence for they are deprived of the power to sin as of the power to merit."
Treatise on Purgatory,Saint Catherine of Genoa,What is the joy of the souls in Purgatory.
Treatise on Purgatory,Saint Catherine of Genoa,A comparison to shew how they see God ever more and more.
Treatise on Purgatory,Saint Catherine of Genoa,The difficulty of speaking of this state.
Treatise on Purgatory,Saint Catherine of Genoa,"I believe no happiness can be found worthy to be compared with that of a soul in Purgatory except that of the saints in Paradise; and day by day this happiness grows as God flows into these souls, more and more as the hindrance to His entrance is consumed."
Treatise on Purgatory,Saint Catherine of Genoa,"Sin's rust is the hindrance, and the fire burns the rust away so that more and more the soul opens itself up to the divine inflowing."
Treatise on Purgatory,Saint Catherine of Genoa,"A thing which is covered cannot respond to the sun's rays, not because of any defect in the sun, which is shining all the time, but because the cover is an obstacle; if the cover be burnt away, this thing is open to the sun; more and more as the cover is consumed does it respond to the rays of the sun."
Treatise on Purgatory,Saint Catherine of Genoa,"It is in this way that rust, which is sin, covers souls, and in Purgatory is burnt away by fire; the more it is consumed, the more do the souls respond to God, the true sun."
Treatise on Purgatory,Saint Catherine of Genoa,"As the rust lessens and the soul is opened up to the divine ray, happiness grows; until the time be accomplished the one wanes and the other waxes."
Treatise on Purgatory,Saint Catherine of Genoa,Pain however does not lessen but only the time for which pain is endured.
Treatise on Purgatory,Saint Catherine of Genoa,"As for will: never can the souls say these pains are pains, so contented are they with God's ordaining with which, in pure charity, their will is united."
Treatise on Purgatory,Saint Catherine of Genoa,"But, on the other hand, they endure a pain so extreme that no tongue can be found to tell it, nor could the mind understand its least pang if God by special grace did not shew so much."
Treatise on Purgatory,Saint Catherine of Genoa,"Which least pang God of His grace shewed to this Soul, but with her tongue she cannot say what it is."
Treatise on Purgatory,Saint Catherine of Genoa,This sight which the Lord revealed to me has never since left my mind and I will tell what I can of it.
Treatise on Purgatory,Saint Catherine of Genoa,They will understand whose mind God deigns to open.
Treatise on Purgatory,Saint Catherine of Genoa,Separation from God is the chief punishment of Purgatory.
Treatise on Purgatory,Saint Catherine of Genoa,Wherein Purgatory differs from Hell.
Treatise on Purgatory,Saint Catherine of Genoa,All the pains of Purgatory arise from original or actual sin.
Treatise on Purgatory,Saint Catherine of Genoa,"God created the soul pure, simple and clean of all stain of sin, with a certain beatific instinct towards Himself whence original sin, which the soul finds in itself, draws it away, and when actual is added to original sin the soul is drawn yet further away."
Treatise on Purgatory,Saint Catherine of Genoa,"The further it departs from its beatific instinct, the more malignant it becomes because it corresponds less to God."
Treatise on Purgatory,Saint Catherine of Genoa,"There can be no good save by participation in God, who meets the needs of irrational creatures as He wills and has ordained, never failing them, and answers to a rational soul in the measure in which He finds it cleansed of sin's hindrance."
Treatise on Purgatory,Saint Catherine of Genoa,"When therefore a soul has come near to the pure and clear state in which it was created, its beatific instinct discovers itself and grows unceasingly, so impetuously and with such fierce charity (drawing it to its last end) that any hindrance seems to this soul a thing past bearing."
Treatise on Purgatory,Saint Catherine of Genoa,"The more it sees, the more extreme is its pain."
Treatise on Purgatory,Saint Catherine of Genoa,"Because the souls in Purgatory are without the guilt of sin, there is no hindrance between them and God except their pain, which holds them back so that they cannot reach perfection."
Treatise on Purgatory,Saint Catherine of Genoa,"Clearly they see the grievousness of every least hindrance in their way, and see too that their instinct is hindered by a necessity of justice: thence is born a raging fire, like that of Hell save that guilt is lacking to it."
Treatise on Purgatory,Saint Catherine of Genoa,"Guilt it is which makes the will of the damned in Hell malignant, on whom God does not bestow His goodness and who remain therefore in desperate ill will, opposed to the will of God."
Treatise on Purgatory,Saint Catherine of Genoa,Of the state of the souls in Hell and of the difference between them and those in Purgatory.
Treatise on Purgatory,Saint Catherine of Genoa,Reflections of this saint on those who are careless of their salvation.
Treatise on Purgatory,Saint Catherine of Genoa,"Hence it is manifest that there is perversity of will, contrary to the will of God, where the guilt is known and ill will persists, and that the guilt of those who have passed with ill will from this life to Hell is not remitted, nor can be since they may no longer change the will with which they have passed out of this life, in which passage the soul is made stable in good or evil in accordance with its deliberate will."
Treatise on Purgatory,Saint Catherine of Genoa,"As it is written, ""Ubi te invenero,"" that is in the hour of death, with the will to sin or dissatisfaction with sin or repentance for sin, ""Ibi te judicabo."""
Treatise on Purgatory,Saint Catherine of Genoa,"Of which judgment there is afterwards no remission, as I will shew: After death free will can never return, for the will is fixed as it was at the moment of death."
Treatise on Purgatory,Saint Catherine of Genoa,"Because the souls in Hell were found at the moment of death to have in them the will to sin, they bear the guilt throughout eternity, suffering not indeed the pains they merit but such pains as they endure, and these without end."
Treatise on Purgatory,Saint Catherine of Genoa,"But the souls in Purgatory bear only pain, for their guilt was wiped away at the moment of their death when they were found to be ill content with their sins and repentant for their offences against divine goodness."
Treatise on Purgatory,Saint Catherine of Genoa,"Therefore their pain is finite and its time ever lessening, as has been said."
Treatise on Purgatory,Saint Catherine of Genoa,"O misery beyond all other misery, the greater that human blindness takes it not into account!"
Treatise on Purgatory,Saint Catherine of Genoa,The pain of the damned is not infinite in quantity because the dear goodness of God sheds the ray of His mercy even in Hell.
Treatise on Purgatory,Saint Catherine of Genoa,"For man dead in sin merits infinite pain for an infinite time, but God's mercy has allotted infinity to him only in time and has determined the quantity of his pain; in justice God could have given him more pain."
Treatise on Purgatory,Saint Catherine of Genoa,O how dangerous is sin committed in malice!
Treatise on Purgatory,Saint Catherine of Genoa,"Hardly does a man repent him thereof, and without repentance he will bear its guilt for as long as he perseveres, that is for as long as he wills a sin committed or wills to sin again."
Treatise on Purgatory,Saint Catherine of Genoa,Of the peace and the joy there are in Purgatory.
Treatise on Purgatory,Saint Catherine of Genoa,"The souls in Purgatory have wills accordant in all things with the will of God, who therefore sheds on them His goodness, and they, as far as their will goes, are happy and cleansed of all their sin."
Treatise on Purgatory,Saint Catherine of Genoa,"As for guilt, these cleansed souls are as they were when God created them, for God forgives their guilt immediately who have passed from this life ill content with their sins, having confessed all they have committed and having the will to commit no more."
Treatise on Purgatory,Saint Catherine of Genoa,Only the rust of sin is left them and from this they cleanse themselves by pain in the fire.
Treatise on Purgatory,Saint Catherine of Genoa,"Thus cleansed of all guilt and united in will to God, they see Him clearly in the degree in which He makes Himself known to them, and see too how much it imports to enjoy Him and that souls have been created for this end."
Treatise on Purgatory,Saint Catherine of Genoa,"Moreover, they are brought to so uniting a conformity with God, and are drawn to Him in such wise, His natural instinct towards souls working in them, that neither arguments nor figures nor examples can make the thing clear as the mind knows it to be in effect and as by inner feeling it is understood to be."
Treatise on Purgatory,Saint Catherine of Genoa,"I will, however, make one comparison which comes to my mind."
Treatise on Purgatory,Saint Catherine of Genoa,A comparison to shew with what violence and what love the souls in Purgatory desire to enjoy God.
Treatise on Purgatory,Saint Catherine of Genoa,"If in all the world there were but one loaf of bread to feed the hunger of all creatures, and if they were satisfied by the sight of it alone, then since man, if he be healthy, has an instinct to eat, his hunger, if he neither ate nor sickened nor died, would grow unceasingly for his instinct to eat would not lessen."
Treatise on Purgatory,Saint Catherine of Genoa,"Knowing that there was only that loaf to satisfy him and that without it he must still be hungry, he would be in unbearable pain."
Treatise on Purgatory,Saint Catherine of Genoa,"All the more if he went near that loaf and could not see it, would his natural craving for it be strengthened; his instinct would fix his desire wholly on that loaf which held all that could content him; at this point, if he were sure he would never see the loaf again, he would be in Hell."
Treatise on Purgatory,Saint Catherine of Genoa,"Thus are the souls of the damned from whom any hope of ever seeing their bread, which is God, the true Savior, has been taken away."
Treatise on Purgatory,Saint Catherine of Genoa,But the souls in Purgatory have the hope of seeing their bread and wholly satisfying themselves therewith.
Treatise on Purgatory,Saint Catherine of Genoa,"Therefore they suffer hunger and endure pain in that measure in which they will be able to satisfy themselves with the bread which is Jesus Christ, true God and Savior and our Love."
Treatise on Purgatory,Saint Catherine of Genoa,Of God's admirable wisdom in making Purgatory and Hell.
Treatise on Purgatory,Saint Catherine of Genoa,"As the clean and purified spirit can find rest only in God, having been created for this end, so there is no place save Hell for the soul in sin, for whose end Hell was ordained by God."
Treatise on Purgatory,Saint Catherine of Genoa,"When the soul as it leaves the body is in mortal sin, then, in the instant in which spirit and body are separated, the soul goes to the place ordained for it, unguided save by the nature of its sin."
Treatise on Purgatory,Saint Catherine of Genoa,"And if at that moment the soul were bound by no ordinance proceeding from God's justice, it would go to a yet greater hell than that in which it abides, for it would be outside His ordinance, in which divine mercy has part so that God gives the soul less pain than it deserves."
Treatise on Purgatory,Saint Catherine of Genoa,"The soul, finding no other place to hand nor any holding less evil for it, casts itself by God's ordinance into Hell as into its proper place."
Treatise on Purgatory,Saint Catherine of Genoa,To return to our matter which is the Purgatory of the soul separated from the body when it is no longer clean as it was created.
Treatise on Purgatory,Saint Catherine of Genoa,"Seeing in itself the impediment which can be taken away only by means of Purgatory, it casts itself therein swiftly and willingly."
Treatise on Purgatory,Saint Catherine of Genoa,"Were there not the ordinance it thus obeys, one fit to rid it of its encumbrance, it would in that instant beget within itself a hell worse than Purgatory, for it would see that because of that impediment it could not draw near to God, its end."
Treatise on Purgatory,Saint Catherine of Genoa,"So much does God import that Purgatory in comparison counts not at all, for all that it is, as has been said, like Hell."
Treatise on Purgatory,Saint Catherine of Genoa,"But compared to God, it appears almost nothing."
Treatise on Purgatory,Saint Catherine of Genoa,Of the necessity of Purgatory.
Treatise on Purgatory,Saint Catherine of Genoa,How terrible it is.
Treatise on Purgatory,Saint Catherine of Genoa,"When I look at God, I see no gate to Paradise, and yet because God is all mercy he who wills enters there."
Treatise on Purgatory,Saint Catherine of Genoa,God stands before us with open arms to receive us into His glory.
Treatise on Purgatory,Saint Catherine of Genoa,"But well I see the divine essence to be of such purity, greater far than can be imagined, that the soul in which there is even the least note of imperfection would rather cast itself into a thousand Hells than find itself thus stained in the presence of the Divine Majesty."
Treatise on Purgatory,Saint Catherine of Genoa,"Therefore the soul, understanding that Purgatory has been ordained to take away those stains, casts itself therein, and seems to itself to have found great mercy in that it can rid itself there of the impediment which is the stain of sin."
Treatise on Purgatory,Saint Catherine of Genoa,"No tongue can tell nor explain, no mind understand, the grievousness of Purgatory."
Treatise on Purgatory,Saint Catherine of Genoa,"But I, though I see that there is in Purgatory as much pain as in Hell, yet see the soul which has the least stain of imperfection accepting Purgatory, as I have said, as though it were a mercy, and holding its pains of no account as compared with the least stain which hinders a soul in its love."
Treatise on Purgatory,Saint Catherine of Genoa,"I seem to see that the pain which souls in Purgatory endure because of whatever in them displeases God, that is what they have willfully done against His so great goodness, is greater than any other pain they feel in Purgatory."
Treatise on Purgatory,Saint Catherine of Genoa,"And this is because, being in grace, they see the truth and the grievousness of the hindrance which stays them from drawing near to God."
Treatise on Purgatory,Saint Catherine of Genoa,How God and the souls in Purgatory look at each other.
Treatise on Purgatory,Saint Catherine of Genoa,The saint acknowledges that in speaking of these matters she cannot express herself.
Treatise on Purgatory,Saint Catherine of Genoa,"All these things which I have surely in mind, in so much as in this life I have been able to understand them, are, as compared with what I have said, extreme in their greatness."
Treatise on Purgatory,Saint Catherine of Genoa,"Beside them, all the sights and sounds and justice and truths of this world seem to me lies and nothingness."
Treatise on Purgatory,Saint Catherine of Genoa,I am left confused because I cannot find words extreme enough for these things.
Treatise on Purgatory,Saint Catherine of Genoa,"I perceive there to be so much conformity between God and the soul that when He sees it in the purity in which His Divine Majesty created it He gives it a burning love, which draws it to Himself, which is strong enough to destroy it, immortal though it be, and which causes it to be so transformed in God that it sees itself as though it were none other than God."
Treatise on Purgatory,Saint Catherine of Genoa,"Unceasingly He draws it to Himself and breathes fire into it, never letting it go until He has led it to the state whence it came forth, that is to the pure cleanliness in which it was created."
Treatise on Purgatory,Saint Catherine of Genoa,"When with its inner sight the soul sees itself drawn by God with such loving fire, then it is melted by the heat of the glowing love for God, its most dear Lord, which it feels overflowing it."
Treatise on Purgatory,Saint Catherine of Genoa,"And it sees by the divine light that God does not cease from drawing it, nor from leading it, lovingly and with much care and unfailing foresight, to its full perfection, doing this of His pure love."
Treatise on Purgatory,Saint Catherine of Genoa,"But the soul, being hindered by sin, cannot go whither God draws it; it cannot follow the uniting look with which He would draw it to Himself."
Treatise on Purgatory,Saint Catherine of Genoa,"Again the soul perceives the grievousness of being held back from seeing the divine light; the soul's instinct too, being drawn by that uniting look, craves to be unhindered."
Treatise on Purgatory,Saint Catherine of Genoa,I say that it is the sight of these things which begets in the souls the pain they feel in Purgatory.
Treatise on Purgatory,Saint Catherine of Genoa,"Not that they make account of their pain; most great though it be, they deem it a far less evil than to find themselves going against the will of God, whom they clearly see to be on fire with extreme and pure love for them."
Treatise on Purgatory,Saint Catherine of Genoa,"Strongly and unceasingly this love draws the soul with that uniting look, as though it had nought else than this to do."
Treatise on Purgatory,Saint Catherine of Genoa,Could the soul who understood find a worse Purgatory in which to rid itself sooner of all the hindrance in its.
Treatise on Purgatory,Saint Catherine of Genoa,"way, it would swiftly fling itself therein, driven by the conforming love between itself and God."
Treatise on Purgatory,Saint Catherine of Genoa,How God uses Purgatory to make the soul wholly pure.
Treatise on Purgatory,Saint Catherine of Genoa,"The soul acquires in Purgatory a purity so great that were it well for it still to stay there after it had been purged of sin, it would no longer suffer."
Treatise on Purgatory,Saint Catherine of Genoa,"I see, too, certain rays and shafts of light which go out from that divine love towards the soul and are penetrating and strong enough to seem as though they must destroy not only the body but the soul too, were that possible."
Treatise on Purgatory,Saint Catherine of Genoa,"Two works are wrought by these rays, the first purification and the second destruction."
Treatise on Purgatory,Saint Catherine of Genoa,"Look at gold: the more you melt it, the better it becomes; you could melt it until you had destroyed in it every imperfection."
Treatise on Purgatory,Saint Catherine of Genoa,Thus does fire work on material things.
Treatise on Purgatory,Saint Catherine of Genoa,"The soul cannot be destroyed in so far as it is in God, but in so far as it is in itself it can be destroyed; the more it is purified, the more is self destroyed within it, until at last it is pure in God."
Treatise on Purgatory,Saint Catherine of Genoa,"When gold has been purified up to twenty-four carats, it can no longer be consumed by any fire; not gold itself but only dross can be burnt away."
Treatise on Purgatory,Saint Catherine of Genoa,"Thus the divine fire works in the soul: God holds the soul in the fire until its every imperfection is burnt away and it is brought to perfection, as it were to the purity of twenty-four carats, each soul however according to its own degree."
Treatise on Purgatory,Saint Catherine of Genoa,"When the soul has been purified it stays wholly in God, having nothing of self in it; its being is in God who has led this cleansed soul to Himself; it can suffer no more for nothing is left in it to be burnt away; were it held in the fire when it has thus been cleansed, it would feel no pain."
Treatise on Purgatory,Saint Catherine of Genoa,Rather the fire of divine love would be to it like eternal life and in no way contrary to it.
Treatise on Purgatory,Saint Catherine of Genoa,Of the desire of souls in Purgatory to be wholly cleansed of the stains of their sins.
Treatise on Purgatory,Saint Catherine of Genoa,The wisdom of God who suddenly hides their faults from these souls.
Treatise on Purgatory,Saint Catherine of Genoa,The soul was created as well conditioned as it is capable of being for reaching perfection if it live as God has ordained and do not foul itself with any stain of sin.
Treatise on Purgatory,Saint Catherine of Genoa,"But having fouled itself by original sin, it loses its gifts and graces and lies dead, nor can it rise again save by God's means."
Treatise on Purgatory,Saint Catherine of Genoa,"And when God, by baptism, has raised it from the dead, it is still prone to evil, inclining and being led to actual sin unless it resist."
Treatise on Purgatory,Saint Catherine of Genoa,And thus it dies again.
Treatise on Purgatory,Saint Catherine of Genoa,"Then God by another special grace raises it again, yet it stays so sullied and so turned to self that all the divine workings of which we have spoken are needed to recall it to its first state in which God created it; without them it could never get back thither."
Treatise on Purgatory,Saint Catherine of Genoa,"And when the soul finds itself on the road back to its first state, its need to be transformed in God kindles in it a fire so great that this is its Purgatory."
Treatise on Purgatory,Saint Catherine of Genoa,"Not that it can look upon this as Purgatory, but its instinct to God, aflame and thwarted, makes Purgatory."
Treatise on Purgatory,Saint Catherine of Genoa,A last act of love is done by God without help from man.
Treatise on Purgatory,Saint Catherine of Genoa,"So many hidden imperfections are in the soul that, did it see them, it would live in despair."
Treatise on Purgatory,Saint Catherine of Genoa,"But in the state of which we have spoken they are all burnt away, and only when they have gone does God shew them to the soul, so that it may see that divine working which kindles the fire of love in which its imperfections have been burnt away."
Treatise on Purgatory,Saint Catherine of Genoa,How suffering in Purgatory is coupled with joy.
Treatise on Purgatory,Saint Catherine of Genoa,"Know that what man deems perfection in himself is in God's sight faulty, for all the things a man does which he sees or feels or means or wills or remembers to have a perfect seeming are wholly fouled and sullied unless he acknowledge them to be from God."
Treatise on Purgatory,Saint Catherine of Genoa,"If a work is to be perfect it must be wrought in us but not chiefly by us, for God's works must be done in Him and not wrought chiefly by man."
Treatise on Purgatory,Saint Catherine of Genoa,"Such works are those last wrought in us by God of His pure and clean love, by Him alone without merit of ours, and so penetrating are they and such fire do they kindle in the soul, that the body which wraps it seems to be consumed as in a furnace never to be quenched until death."
Treatise on Purgatory,Saint Catherine of Genoa,"It is true that love for God which fills the soul to overflowing, gives it, so I see it, a happiness beyond what can be told, but this happiness takes not one pang from the pain of the souls in Purgatory."
Treatise on Purgatory,Saint Catherine of Genoa,"Rather the love of these souls, finding itself hindered, causes their pain; and the more perfect is the love of which God has made them capable, the greater is their pain."
Treatise on Purgatory,Saint Catherine of Genoa,So that the souls in Purgatory enjoy the greatest happiness and endure the greatest pain; the one does not hinder the other.
Treatise on Purgatory,Saint Catherine of Genoa,The souls in Purgatory are no longer in a state to acquire merit.
Treatise on Purgatory,Saint Catherine of Genoa,How these souls look on the charity exercised for them in the world.
Treatise on Purgatory,Saint Catherine of Genoa,"If the souls in Purgatory could purge themselves by contrition, they would pay all their debt in one instant such blazing vehemence would their contrition have in the clear light shed for them on the grievousness of being hindered from reaching their end and the love of God."
Treatise on Purgatory,Saint Catherine of Genoa,"Know surely that not the least farthing of payment is remitted to those souls, for thus has it been determined by God's justice."
Treatise on Purgatory,Saint Catherine of Genoa,"So much for what God does as for what the souls do, they can no longer choose for themselves, nor can they see or will, save as God wills, for thus has it been determined for them."
Treatise on Purgatory,Saint Catherine of Genoa,"And if any alms be done them by those who are in the world to lessen the time of their pain, they cannot turn with affection to contemplate the deed, saving as it is weighed in the most just scales of the divine will."
Treatise on Purgatory,Saint Catherine of Genoa,They leave all in God's hands who pays Himself as His infinite goodness pleases.
Treatise on Purgatory,Saint Catherine of Genoa,"If they could turn to contemplate the alms except as it is within the divine will, there would be self in what they did and they would lose sight of God's will, which would make a Hell for them."
Treatise on Purgatory,Saint Catherine of Genoa,"Therefore they await immovably all that God gives them, whether pleasure and happiness or pain, and never more can they turn their eyes back to themselves."
Treatise on Purgatory,Saint Catherine of Genoa,Of the submission of the souls in Purgatory to God's will.
Treatise on Purgatory,Saint Catherine of Genoa,"So intimate with God are the souls in Purgatory and so changed to His will, that in all things they are content with His most holy ordinance."
Treatise on Purgatory,Saint Catherine of Genoa,"And if a soul were brought to see God when it had still a trifle of which to purge itself, a great injury would be done it."
Treatise on Purgatory,Saint Catherine of Genoa,"For since pure love and supreme justice could not brook that stained soul, and to bear with its presence would not befit God, it would suffer a torment worse than ten purgatories."
Treatise on Purgatory,Saint Catherine of Genoa,"To see God when full satisfaction had not yet been made Him, even if the time of purgation lacked but the twinkling of an eye, would be unbearable to that soul."
Treatise on Purgatory,Saint Catherine of Genoa,"It would sooner go to a thousand hells, to rid itself of the little rust still clinging to it, than stand in the divine presence when it was not yet wholly cleansed."
Treatise on Purgatory,Saint Catherine of Genoa,Reproaches which the souls in Purgatory make to people in the world.
Treatise on Purgatory,Saint Catherine of Genoa,"And so that blessed soul, seeing the aforesaid things by the divine light, said: ""I would fain send up a cry so loud that it would put fear in all men on the earth."
Treatise on Purgatory,Saint Catherine of Genoa,"I would say to them: 'Wretches, why do you let yourselves be thus blinded by the world, you whose need is so great and grievous, as you will know at the moment of death, and who make no provision for it whatsoever?'"
Treatise on Purgatory,Saint Catherine of Genoa,"""You have all taken shelter beneath hope in God's mercy, which is, you say, very great, but you see not that this great goodness of God will judge you for having gone against the will of so good a Lord."
Treatise on Purgatory,Saint Catherine of Genoa,"His goodness should constrain you to do all His will, not give you hope in ill-doing, for His justice cannot fail but in one way or another must needs be fully satisfied."
Treatise on Purgatory,Saint Catherine of Genoa,"""Cease to hug yourselves, saying: 'I will confess my sins and then receive plenary indulgence, and at that moment I shall be purged of all my sins and thus shall be saved.'"
Treatise on Purgatory,Saint Catherine of Genoa,"Think of the confession and the contrition needed for that plenary indulgence, so hardly come by that, if you knew, you would tremble in great fear, more sure you would never win it than that you ever could."""
Treatise on Purgatory,Saint Catherine of Genoa,This Soul shews again how the sufferings of the souls in Purgatory are no hindrance at all to their peace and their joy.
Treatise on Purgatory,Saint Catherine of Genoa,I see the souls suffer the pains of Purgatory having before their eyes two works of God.
